codigo,etapa,ano,area,componente,unidade_tematica,objeto_conhecimento,descricao,palavras_chave,temas_relacionados,steam_relacionado,cultura_maker,fonte_url,observacoes
EF06LI23,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,"Empregar, de forma inteligível, os adjetivos possessivos.","{""empregar"",""inteligivel"",""adjetivos"",""possessivos""}","{""empregar"",""inteligivel"",""adjetivos"",""possessivos""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI24,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,Investigar o alcance da língua inglesa no mundo: como língua materna e/ou oficial (primeira ou segunda língua).,"{""investigar"",""alcance"",""lingua"",""inglesa"",""mundo"",""materna"",""oficial"",""primeira"",""segunda""}","{""investigar"",""alcance"",""lingua"",""inglesa"",""mundo"",""materna""}",{},true,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI25,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,"Identificar a presença da língua inglesa na sociedade brasileira/comunidade (palavras, expressões, suportes e esferas de circulação e consumo) e seu significado.","{""presenca"",""lingua"",""inglesa"",""sociedade"",""brasileira"",""comunidade"",""palavras"",""expressoes"",""suportes"",""esferas""}","{""presenca"",""lingua"",""inglesa"",""sociedade"",""brasileira"",""comunidade""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI26,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,"Avaliar, problematizando elementos/produtos culturais de países de língua inglesa absorvidos pela sociedade brasileira/comunidade.","{""avaliar"",""problematizando"",""elementos"",""produtos"",""culturais"",""paises"",""lingua"",""inglesa"",""absorvidos"",""sociedade""}","{""avaliar"",""problematizando"",""elementos"",""produtos"",""culturais"",""paises""}","{""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LP01,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Portuguesa,,,"Reconhecer a impossibilidade de uma neutralidade absoluta no relato de fatos e identificar diferentes graus de parcialidade/ imparcialidade dados pelo recorte feito e pelos efeitos de sentido advindos de escolhas feitas pelo autor, de forma a poder desenvolver uma atitude crítica frente aos textos jornalísticos e tornar-se consciente das escolhas feitas enquanto produtor de textos.","{""impossibilidade"",""neutralidade"",""absoluta"",""relato"",""fatos"",""graus"",""parcialidade"",""imparcialidade"",""dados"",""recorte""}","{""impossibilidade"",""neutralidade"",""absoluta"",""relato"",""fatos"",""graus""}","{""tecnologia""}",true,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LP02,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Portuguesa,,,"Estabelecer relação entre os diferentes gêneros jornalísticos, compreendendo a centralidade da notícia.","{""estabelecer"",""relacao"",""generos"",""jornalisticos"",""compreendendo"",""centralidade"",""noticia""}","{""estabelecer"",""relacao"",""generos"",""jornalisticos"",""compreendendo"",""centralidade""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LP03,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Portuguesa,,,Analisar diferenças de sentido entre palavras de uma série sinonímica.,"{""diferencas"",""sentido"",""palavras"",""serie"",""sinonimica""}","{""diferencas"",""sentido"",""palavras"",""serie"",""sinonimica""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LP04,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Portuguesa,,,"Analisar a função e as flexões de substantivos e adjetivos e de verbos nos modos Indicativo, Subjuntivo e Imperativo: afirmativo e negativo.","{""funcao"",""flexoes"",""substantivos"",""adjetivos"",""verbos"",""modos"",""indicativo"",""subjuntivo"",""imperativo"",""afirmativo""}","{""funcao"",""flexoes"",""substantivos"",""adjetivos"",""verbos"",""modos""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LP05,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Portuguesa,,,"Identificar os efeitos de sentido dos modos verbais, considerando o gênero textual e a intenção comunicativa.","{""efeitos"",""sentido"",""modos"",""verbais"",""considerando"",""genero"",""textual"",""intencao"",""comunicativa""}","{""efeitos"",""sentido"",""modos"",""verbais"",""considerando"",""genero""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LP06,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Portuguesa,,,"Empregar, adequadamente, as regras de concordância nominal (relações entre os substantivos e seus determinantes) e as regras de concordância verbal (relações entre o verbo e o sujeito simples e composto).","{""empregar"",""adequadamente"",""regras"",""concordancia"",""nominal"",""relacoes"",""substantivos"",""determinantes"",""verbal"",""verbo""}","{""empregar"",""adequadamente"",""regras"",""concordancia"",""nominal"",""relacoes""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LP07,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Portuguesa,,,"Identificar, em textos, períodos compostos por orações separadas por vírgula sem a utilização de conectivos, nomeando-os como períodos compostos por coordenação.","{""textos"",""periodos"",""compostos"",""oracoes"",""separadas"",""virgula"",""utilizacao"",""conectivos"",""nomeando"",""coordenacao""}","{""textos"",""periodos"",""compostos"",""oracoes"",""separadas"",""virgula""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LP08,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Portuguesa,,,"Identificar, em texto ou sequência textual, orações como unidades constituídas em torno de um núcleo verbal e períodos como conjunto de orações conectadas.","{""texto"",""sequencia"",""textual"",""oracoes"",""unidades"",""constituidas"",""torno"",""nucleo"",""verbal"",""periodos""}","{""texto"",""sequencia"",""textual"",""oracoes"",""unidades"",""constituidas""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LP09,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Portuguesa,,,"Classificar, em texto ou sequência textual, os períodos simples compostos.","{""classificar"",""texto"",""sequencia"",""textual"",""periodos"",""simples"",""compostos""}","{""classificar"",""texto"",""sequencia"",""textual"",""periodos"",""simples""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LP10,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Portuguesa,,,Identificar sintagmas nominais e verbais como constituintes imediatos da oração.,"{""sintagmas"",""nominais"",""verbais"",""constituintes"",""imediatos"",""oracao""}","{""sintagmas"",""nominais"",""verbais"",""constituintes"",""imediatos"",""oracao""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LP11,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Portuguesa,,,"Utilizar, ao produzir texto, conhecimentos linguísticos e gramaticais: tempos verbais, concordância nominal e verbal, regras ortográficas, pontuação etc.","{""utilizar"",""texto"",""conhecimentos"",""linguisticos"",""gramaticais"",""tempos"",""verbais"",""concordancia"",""nominal"",""verbal""}","{""utilizar"",""texto"",""conhecimentos"",""linguisticos"",""gramaticais"",""tempos""}",{},true,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LP12,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Portuguesa,,,"Utilizar, ao produzir texto, recursos de coesão referencial (nome e pronomes), recursos semânticos de sinonímia, antonímia e homonímia e mecanismos de representação de diferentes vozes (discurso direto e indireto).","{""utilizar"",""texto"",""recursos"",""coesao"",""referencial"",""pronomes"",""semanticos"",""sinonimia"",""antonimia"",""homonimia""}","{""utilizar"",""texto"",""recursos"",""coesao"",""referencial"",""pronomes""}","{""engenharia""}",true,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA01,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Comparar, ordenar, ler e escrever números naturais e números racionais cuja representação decimal é finita, fazendo uso da reta numérica.","{""ordenar"",""escrever"",""numeros"",""naturais"",""racionais"",""representacao"",""decimal"",""finita"",""fazendo"",""numerica""}","{""ordenar"",""escrever"",""numeros"",""naturais"",""racionais"",""representacao""}","{""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA02,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Reconhecer o sistema de numeração decimal, como o que prevaleceu no mundo ocidental, e destacar semelhanças e diferenças com outros sistemas, de modo a sistematizar suas principais características (base, valor posicional e função do zero), utilizando, inclusive, a composição e decomposição de números naturais e números racionais em sua representação decimal.","{""sistema"",""numeracao"",""decimal"",""prevaleceu"",""mundo"",""ocidental"",""destacar"",""semelhancas"",""diferencas"",""outros""}","{""sistema"",""numeracao"",""decimal"",""prevaleceu"",""mundo"",""ocidental""}","{""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA03,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Resolver e elaborar problemas que envolvam cálculos (mentais ou escritos, exatos ou aproximados) com números naturais, por meio de estratégias variadas, com compreensão dos processos neles envolvidos com e sem uso de calculadora.","{""problemas"",""envolvam"",""calculos"",""mentais"",""escritos"",""exatos"",""aproximados"",""numeros"",""naturais"",""estrategias""}","{""problemas"",""envolvam"",""calculos"",""mentais"",""escritos"",""exatos""}","{""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA04,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Construir algoritmo em linguagem natural e representá-lo por fluxograma que indique a resolução de um problema simples (por exemplo, se um número natural qualquer é par).","{""construir"",""algoritmo"",""linguagem"",""natural"",""representa"",""fluxograma"",""indique"",""resolucao"",""problema"",""simples""}","{""construir"",""algoritmo"",""linguagem"",""natural"",""representa"",""fluxograma""}","{""engenharia"",""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA05,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Classificar números naturais em primos e compostos, estabelecer relações entre números, expressas pelos termos “é múltiplo de”, “é divisor de”, “é fator de”, e estabelecer, por meio de investigações, critérios de divisibilidade por 2, 3, 4, 5, 6, 8, 9, 10, 100 e 1000.","{""classificar"",""numeros"",""naturais"",""primos"",""compostos"",""estabelecer"",""relacoes"",""expressas"",""pelos"",""termos""}","{""classificar"",""numeros"",""naturais"",""primos"",""compostos"",""estabelecer""}","{""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA06,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,Resolver e elaborar problemas que envolvam as ideias de múltiplo e de divisor.,"{""problemas"",""envolvam"",""ideias"",""multiplo"",""divisor""}","{""problemas"",""envolvam"",""ideias"",""multiplo"",""divisor""}","{""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA07,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Compreender, comparar e ordenar frações associadas às ideias de partes de inteiros e resultado de divisão, identificando frações equivalentes.","{""ordenar"",""fracoes"",""associadas"",""ideias"",""partes"",""inteiros"",""resultado"",""divisao"",""identificando"",""equivalentes""}","{""ordenar"",""fracoes"",""associadas"",""ideias"",""partes"",""inteiros""}","{""artes"",""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA08,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Reconhecer que os números racionais positivos podem ser expressos nas formas fracionária e decimal, estabelecer relações entre essas representações, passando de uma representação para outra, e relacioná-los a pontos na reta numérica.","{""numeros"",""racionais"",""positivos"",""podem"",""expressos"",""fracionaria"",""decimal"",""estabelecer"",""relacoes"",""representacoes""}","{""numeros"",""racionais"",""positivos"",""podem"",""expressos"",""fracionaria""}","{""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA09,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Resolver e elaborar problemas que envolvam o cálculo da fração de uma quantidade e cujo resultado seja um número natural, com e sem uso de calculadora.","{""problemas"",""envolvam"",""calculo"",""fracao"",""quantidade"",""resultado"",""numero"",""natural"",""calculadora""}","{""problemas"",""envolvam"",""calculo"",""fracao"",""quantidade"",""resultado""}","{""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA10,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,Resolver e elaborar problemas que envolvam adição ou subtração com números racionais positivos na representação fracionária.,"{""problemas"",""envolvam"",""adicao"",""subtracao"",""numeros"",""racionais"",""positivos"",""representacao"",""fracionaria""}","{""problemas"",""envolvam"",""adicao"",""subtracao"",""numeros"",""racionais""}","{""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA11,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Resolver e elaborar problemas com números racionais positivos na representação decimal, envolvendo as quatro operações fundamentais e a potenciação, por meio de estratégias diversas, utilizando estimativas e arredondamentos para verificar a razoabilidade de respostas, com e sem uso de calculadora.","{""problemas"",""numeros"",""racionais"",""positivos"",""representacao"",""decimal"",""envolvendo"",""quatro"",""operacoes"",""fundamentais""}","{""problemas"",""numeros"",""racionais"",""positivos"",""representacao"",""decimal""}","{""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA12,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,Fazer estimativas de quantidades e aproximar números para múltiplos da potência de 10 mais próxima.,"{""fazer"",""estimativas"",""quantidades"",""aproximar"",""numeros"",""multiplos"",""potencia"",""proxima""}","{""fazer"",""estimativas"",""quantidades"",""aproximar"",""numeros"",""multiplos""}","{""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA13,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Resolver e elaborar problemas que envolvam porcentagens, com base na ideia de proporcionalidade, sem fazer uso da “regra de três”, utilizando estratégias pessoais, cálculo mental e calculadora, em contextos de educação financeira, entre outros.","{""problemas"",""envolvam"",""porcentagens"",""ideia"",""proporcionalidade"",""fazer"",""regra"",""estrategias"",""pessoais"",""calculo""}","{""problemas"",""envolvam"",""porcentagens"",""ideia"",""proporcionalidade"",""fazer""}","{""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA14,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Reconhecer que a relação de igualdade matemática não se altera ao adicionar, subtrair, multiplicar ou dividir os seus dois membros por um mesmo número e utilizar essa noção para determinar valores desconhecidos na resolução de problemas.","{""relacao"",""igualdade"",""matematica"",""altera"",""adicionar"",""subtrair"",""multiplicar"",""dividir"",""membros"",""mesmo""}","{""relacao"",""igualdade"",""matematica"",""altera"",""adicionar"",""subtrair""}","{""engenharia"",""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA15,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Resolver e elaborar problemas que envolvam a partilha de uma quantidade em duas partes desiguais, envolvendo relações aditivas e multiplicativas, bem como a razão entre as partes e entre uma das partes e o todo.","{""problemas"",""envolvam"",""partilha"",""quantidade"",""partes"",""desiguais"",""envolvendo"",""relacoes"",""aditivas"",""multiplicativas""}","{""problemas"",""envolvam"",""partilha"",""quantidade"",""partes"",""desiguais""}","{""artes"",""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA16,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Associar pares ordenados de números a pontos do plano cartesiano do 1º quadrante, em situações como a localização dos vértices de um polígono.","{""associar"",""pares"",""ordenados"",""numeros"",""pontos"",""plano"",""cartesiano"",""quadrante"",""situacoes"",""localizacao""}","{""associar"",""pares"",""ordenados"",""numeros"",""pontos"",""plano""}","{""artes"",""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA17,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Quantificar e estabelecer relações entre o número de vértices, faces e arestas de prismas e pirâmides, em função do seu polígono da base, para resolver problemas e desenvolver a percepção espacial.","{""quantificar"",""estabelecer"",""relacoes"",""numero"",""vertices"",""faces"",""arestas"",""prismas"",""piramides"",""funcao""}","{""quantificar"",""estabelecer"",""relacoes"",""numero"",""vertices"",""faces""}","{""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA18,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Reconhecer, nomear e comparar polígonos, considerando lados, vértices e ângulos, e classificá-los em regulares e não regulares, tanto em suas representações no plano como em faces de poliedros.","{""nomear"",""poligonos"",""considerando"",""lados"",""vertices"",""angulos"",""classifica"",""regulares"",""tanto"",""representacoes""}","{""nomear"",""poligonos"",""considerando"",""lados"",""vertices"",""angulos""}","{""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA19,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,Identificar características dos triângulos e classificá-los em relação às medidas dos lados e dos ângulos.,"{""caracteristicas"",""triangulos"",""classifica"",""relacao"",""medidas"",""lados"",""angulos""}","{""caracteristicas"",""triangulos"",""classifica"",""relacao"",""medidas"",""lados""}","{""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA20,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Identificar características dos quadriláteros, classificá-los em relação a lados e a ângulos e reconhecer a inclusão e a intersecção de classes entre eles.","{""caracteristicas"",""quadrilateros"",""classifica"",""relacao"",""lados"",""angulos"",""inclusao"",""interseccao"",""classes""}","{""caracteristicas"",""quadrilateros"",""classifica"",""relacao"",""lados"",""angulos""}","{""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA21,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Construir figuras planas semelhantes em situações de ampliação e de redução, com o uso de malhas quadriculadas, plano cartesiano ou tecnologias digitais.","{""construir"",""figuras"",""planas"",""semelhantes"",""situacoes"",""ampliacao"",""reducao"",""malhas"",""quadriculadas"",""plano""}","{""construir"",""figuras"",""planas"",""semelhantes"",""situacoes"",""ampliacao""}","{""tecnologia"",""engenharia"",""artes"",""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA22,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Utilizar instrumentos, como réguas e esquadros, ou softwares para representações de retas paralelas e perpendiculares e construção de quadriláteros, entre outros.","{""utilizar"",""instrumentos"",""reguas"",""esquadros"",""softwares"",""representacoes"",""retas"",""paralelas"",""perpendiculares"",""construcao""}","{""utilizar"",""instrumentos"",""reguas"",""esquadros"",""softwares"",""representacoes""}","{""tecnologia"",""engenharia"",""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA23,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,Construir algoritmo para resolver situações passo a passo (como na construção de dobraduras ou na indicação de deslocamento de um objeto no plano segundo pontos de referência e distâncias fornecidas etc.).,"{""construir"",""algoritmo"",""situacoes"",""passo"",""construcao"",""dobraduras"",""indicacao"",""deslocamento"",""objeto"",""plano""}","{""construir"",""algoritmo"",""situacoes"",""passo"",""construcao"",""dobraduras""}","{""engenharia"",""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA24,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Resolver e elaborar problemas que envolvam as grandezas comprimento, massa, tempo, temperatura, área (triângulos e retângulos), capacidade e volume (sólidos formados por blocos retangulares), sem uso de fórmulas, inseridos, sempre que possível, em contextos oriundos de situações reais e/ou relacionadas às outras áreas do conhecimento.","{""problemas"",""envolvam"",""grandezas"",""comprimento"",""massa"",""tempo"",""temperatura"",""triangulos"",""retangulos"",""capacidade""}","{""problemas"",""envolvam"",""grandezas"",""comprimento"",""massa"",""tempo""}","{""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA25,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,Reconhecer a abertura do ângulo como grandeza associada às figuras geométricas.,"{""abertura"",""angulo"",""grandeza"",""associada"",""figuras"",""geometricas""}","{""abertura"",""angulo"",""grandeza"",""associada"",""figuras"",""geometricas""}","{""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA26,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Resolver problemas que envolvam a noção de ângulo em diferentes contextos e em situações reais, como ângulo de visão.","{""problemas"",""envolvam"",""nocao"",""angulo"",""contextos"",""situacoes"",""reais"",""visao""}","{""problemas"",""envolvam"",""nocao"",""angulo"",""contextos"",""situacoes""}","{""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA27,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Determinar medidas da abertura de ângulos, por meio de transferidor e/ou tecnologias digitais.","{""determinar"",""medidas"",""abertura"",""angulos"",""transferidor"",""tecnologias"",""digitais""}","{""determinar"",""medidas"",""abertura"",""angulos"",""transferidor"",""tecnologias""}","{""tecnologia"",""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA28,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Interpretar, descrever e desenhar plantas baixas simples de residências e vistas aéreas.","{""interpretar"",""descrever"",""desenhar"",""plantas"",""baixas"",""simples"",""residencias"",""vistas"",""aereas""}","{""interpretar"",""descrever"",""desenhar"",""plantas"",""baixas"",""simples""}","{""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA29,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Analisar e descrever mudanças que ocorrem no perímetro e na área de um quadrado ao se ampliarem ou reduzirem, igualmente, as medidas de seus lados, para compreender que o perímetro é proporcional à medida do lado, o que não ocorre com a área.","{""descrever"",""mudancas"",""ocorrem"",""perimetro"",""quadrado"",""ampliarem"",""reduzirem"",""igualmente"",""medidas"",""lados""}","{""descrever"",""mudancas"",""ocorrem"",""perimetro"",""quadrado"",""ampliarem""}","{""artes"",""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
